fid,OBJECTID,Name,Contact,Address,Longitude,Lattitude
1672,125027,The Educators,,"436, Khayaban-e-Firdousi, Lahore, Pakistan",74.2959901,31.468237
1673,125102,The Trust School,+92 42 35003840,"College Road Near Ameer Chowk, Auqaf Colony, Muhammad Hussain Rd, Lahore, Pakistan",74.2982411,31.4309518
1674,125105,Sirat-ul-Huda Public High School,,"Ghaus-e-Azam Rd, Wapda Town, Lahore, Punjab, Lahore, Pakistan",74.2986971,31.4332908
1675,125144,Lahore Public High School,,"Township, Lahore, Pakistan",74.29921729,31.44126098
1676,125163,The Fast School & Fast Science Academy,+92 311 1777949,"College Road, Lahore, Pakistan",74.2975062,31.4461838
1677,125170,Quaid e Azam Public High School,+92 322 4035975,"191, 192, 207, Lahore 57740, Pakistan",74.2995836,31.4473385
1678,125179,Pakistan Public School,+92 42 35154477,"Block C2, Sector C-1، 1 College Rd، Lahore, Pakistan",74.2988961,31.4508636
1679,125202,Faran College,+92 42 35242399,"30-C-, 2nd Floor, Tanveer Centre College Road, Lahore, Pakistan",74.2981764,31.4508003
1680,125215,PPS for Boys,+92 42 35154477,"Shah Jilani Road, Lahore, Pakistan",74.2989278,31.4509982
1681,125252,The Lahore Garrison,+92 42 35177643,"Block A3, Lahore, Pakistan",74.2991702,31.4576585
1682,125253,Focus Education & Training Systems,+92 332 8347923,"18 B,, Ghazan Rd, Lahore, Pakistan",74.2985999,31.4586259
1683,125255,Mohsin School System,+92 42 35172183,"Ghazan Rd, Lahore, Pakistan",74.2984148,31.458917
1684,125256,Dar-e-Arqam School,,"6-, Ghazan Rd, Lahore, Pakistan",74.2982723,31.460185
1685,125262,Madrasa-Tul-Madina,+92 300 4640526,"Ghazan Rd, Lahore, Pakistan",74.2986754,31.4611717
1686,125263,schoolstrands,+92 42 35177779,"60 B, 1 Johar Town, Lahore, Pakistan",74.29898,31.4608559
1687,125274,The Lahore Garrison School,,"263 B,, Ghazan Rd, Lahore, Pakistan",74.2983022,31.4654113
1688,125302,Beaconhouse School A-level Johar Town,,"405 407 E,، Allah Hoo Chowk، Lahore, Pakistan",74.2984329,31.4699968
1689,125303,Beacon House (A-level),,"498-E, Allah Hoo Chowk,, Khayaban-e-Firdousi, Lahore, Pakistan",74.2984353,31.4700163
1690,125304,Beaconhouse ALJT,,"855-E Allah Hoo Chowk, Lahore, Pakistan",74.298455,31.4699722
1691,125445,Qadam Community School,,"Bagharian Rd, Lahore, Pakistan",74.3002877,31.4328422
1692,125457,Golden Gate High School,,"Bagharian Rd, Township, Lahore, Punjab, Lahore, Pakistan",74.30084496,31.43477262
1693,125458,The Experts Science Academy,+92 334 4607877,"Awan Road, Lahore, Pakistan",74.3006176,31.435767
1694,125459,The Experts Science Academy,+92 334 4607877,"house# 130, Block#6, Sector CII, near azmat chowk, in the street of monir، hotel، Lahore 54000",74.300752,31.435731
1695,125460,Star Grammar School,+92 334 4392952,"3-CII, Lahore, Pakistan",74.30071527,31.4362986
1696,125484,Waheed Book Depot Butt Chowk Township,+92 344 0345300,"547 Wasi Street, Lahore, Pakistan",74.2990495,31.4412513
1697,125496,Girls Wing,,"Block 2 Sector C-1, Lahore, Pakistan",74.3000865,31.4466872
1698,125499,The Punjab School,+92 42 35123451,"Block 2 Sector C-1, Lahore 54000, Pakistan",74.3011878,31.4467126
1699,125500,Boys Wing,,"Block 2 Sector C-1, Lahore, Pakistan",74.3006189,31.4474503
1700,125502,Swimming Pool,,"Block 2 Sector C-1, Lahore, Pakistan",74.3015087,31.4473183
1701,125505,Junior Wing,,"Block 2 Sector C-1, Lahore, Pakistan",74.301692,31.4470802
1702,125519,The Knowledge School Township Campus,+92 42 37032619,"Block 2 Sector C-1, Lahore, Pakistan",74.3011516,31.449453
1703,125522,Lahore Grammar College,+92 42 35114690,"274, Street 2, Lahore, Pakistan",74.3001308,31.4504708
1704,125594,The City Edgate School,+92 42 35203676,"374 Muhammad Ali Chowk College Road, Lahore, Pakistan",74.3008899,31.4599663
1705,125596,Teach a Child School,+92 42 35168904,"95-A, The Helpcare Society (THS), Lahore, Pakistan",74.3003628,31.459574
1706,125610,KIPS SCHOOL,+92 42 35173751,"50-51, A-Block, Lahore 54000, Pakistan",74.300168,31.469629
1707,125617,American Lycetuff,+92 42 111 257 257,"59 A,, Khayaban-e-Jinnah, Lahore, Pakistan",74.3000644,31.4694755
1708,125618,KIPS School,,"50 A,, Khayaban-e-Jinnah, Lahore, Pakistan",74.3002977,31.4695925
1709,125706,Madrassa Ayesha Siddiqa,,"Block A, Lahore, Pakistan",74.299711,31.4808219
1710,125748,Reliance Public School,+92 300 4121537,"Bhatta no 2, Shair Chowk,, Lahore, Pakistan",74.3032201,31.4213164
1711,125784,AIMS GROUP ON INSTITUTIONS,,"625/, Street 3, Lahore, Pakistan",74.3026145,31.4433289
1712,125785,Bloomfield Hall School Township Branch,+92 42 35155306,"Street 1, Lahore 54000, Pakistan",74.30341277,31.44188422
1713,125789,Alhamd Institute,+92 42 35157731,"28-, Street 3, Lahore, Pakistan",74.3026145,31.4433289
1714,125799,Allied School The Punjab Campus,+92 42 35113156,"253, Ghousi Chowk, College Road,, Lahore, Pakistan",74.3016958,31.447813
1715,125911,KIPS SCHOOL,+92 42 35174057,"A Johar Town, 343 R Block, Lahore 54000, Pakistan",74.303277,31.467548
1716,125951,American Lycetuff School,,"Johar Town, Lahore, Pakistan",74.3018943,31.4724312
1717,126055,Aal E Imran School System,+92 42 35219349,"Block B, Lahore, Pakistan",74.3022349,31.4805519
1718,126061,Saint Anthony school,,"90 Milaad St, Lahore, Pakistan",74.3010347,31.4802428
1719,126103,Range rover,,"Green Town, Lahore, Pakistan",74.3044879,31.4342462
1720,126134,Lahore Grammar School Township Boys,,"695-2-D1 Shah Jilani Road, Lahore, Pakistan",74.3043613,31.4487552
1721,126137,Govt Elementary School,,"College Rd, Sector B-2, Township, Lahore 54770, Pakistan",74.3050632,31.4495914
1722,126282,Iqra Medical Academy,+92 42 35173900,"291, Lahore, Pakistan",74.3036968,31.4682605
1723,126289,Liffey International,+92 42 35173938,"Maulana Shaukat Ali Road, Lahore, Pakistan",74.304755,31.468545
1724,126375,Allied School,+92 321 4783666,"No.15-B, Block C, Civic Center, Faysal Town، Lahore, Pakistan",74.3053511,31.4745307
1725,126392,Unique high school faysal town Campus Lahore,,"Block B, Lahore, Pakistan",74.3035439,31.4753976
1726,126394,Jauhar Foundation School,,"Qazi Muhammad Essa Road,, Lahore, Pakistan",74.3037828,31.4754759
1727,126396,UNIQUE High School,+92 42 35218452,"609 B, Qazi Muhammad Essa Road,, Faisal Town, Lahore, Pakistan",74.30311,31.4752604
1728,126397,Unique Science Academy,+92 42 35218452,"609 B,, Model Town Underpass, Lahore, Pakistan",74.3031442,31.4752401
1729,126404,Government Girls School,,"B BLOCK, Lahore, Pakistan",74.3035712,31.4792024
1730,126453,St. Paul's School,,"Sector D1, Lahore, Pakistan",74.3071213,31.4421652
1731,126471,Millat Islamia High School,,"Bagharian Rd, Township, Lahore, Punjab, Lahore, Pakistan",74.30625036,31.4445649
1732,126706,"LGS, C Block, Faisal Town",,"Faisal Town, Lahore, Pakistan",74.30563,31.4712453
1733,126709,LGS LANDMARK FAISAL TOWN,,"A,, 373 C Block, Lahore, Pakistan",74.30419062,31.47250286
1734,126724,GCT LAHORE FOR WOMEN,,"D, Lahore, Pakistan",74.3042004,31.4730727
1735,126726,Johar Foundation High School,,"Block C, Faisal Town, Lahore, Punjab, Lahore, Pakistan",74.30575,31.47358
1736,126727,Bascule,+92 42 35166342,"586 C Block, Lahore, Pakistan",74.3063387,31.4729659
1737,126771,Jauhar Foundation School,,"Block B, Faysal Town, Qazi Muhammad Essa Road,, Lahore, Pakistan",74.3052936,31.4758228
1738,126772,Unique High School & Academy,,"Qazi Muhammad Isa Rd, Lahore, Pakistan",74.3048689,31.4758031
1739,126778,Sir Saeed Acadamy,,"Block B, Faysal Town, Qazi Muhammad Essa Road,, Lahore, Pakistan",74.3047851,31.4757862
1740,126838,Girls High School Green Town,,"Green Town, Lahore, Pakistan",74.308801,31.4339565
1741,126845,Govt Primary School,,"Township, Lahore, Punjab, Lahore, Pakistan",74.3077,31.4404
1742,126846,TheGoalpostSchool,+92 336 9996363,"Street 1, Lahore, Pakistan",74.30858402,31.44201339
1743,126858,Science School,,"Bagharian Rd, Lahore, Pakistan",74.3072879,31.4465668
1744,126859,AIMS Academy,+92 42 35114419,"Head Office: AIMS Group of Institutions 625/3-C1, Township Lahore, Punjab، Shah Jilani Rd، Lahore, Pakistan",74.3074465,31.4475018
1745,126874,Masjid Al Qudas Abdul Majid Salafi,,"Township, Lahore, Pakistan",74.3088879,31.4501121
1746,126893,Lums School System,,"Barkat Chowk, Abu Bakr Rd, Township, Lahore, Punjab, Lahore, Pakistan",74.30666913,31.45737196
1747,126953,Oxford Grammar Secondary School,+92 300 4629558,"120-13-B1, Al-Madina Rd, Main Market, Township, Lahore, Punjab, Lahore, Pakistan",74.3082643,31.4589245
1748,126981,FG Primary School,,"Township, Lahore, Punjab, Lahore, Pakistan",74.3073,31.46261
1749,127010,Al-Zahra High School,,"10 Kashmir Rd, Lahore, Pakistan",74.3071933,31.4652683
1750,127013,Winfield School,+92 320 4667068,"263-16، College Road، Township، Lahore, Pakistan",74.3064051,31.4655071
1751,127081,The Little Harvard Girls High School,+92 42 35165805,"Plot No 798, Shaukat Ali Rd, Block C, Faisal Town, Lahore, Punjab, Lahore, Pakistan",74.3065038,31.4680733
1752,127240,City School,,"Block M, Lahore, Pakistan",74.3078233,31.4823968
1753,127260,Rizwan Public Elementary School,,"29-3, Township, Lahore, Punjab, Lahore, Pakistan",74.3093669,31.4382752
1754,127272,"Govt.Girls High School , 2-D-I , Township , Lahore.",+92 42 35157888,"Sector D1, Lahore, Pakistan",74.3087963,31.4446185
1755,127273,"Govt. Boys High School, 2-D1, Township, Lahore",,"Sector D1, Lahore, Pakistan",74.3083645,31.4448506
1756,127285,Ch Rehmat Ali Memorial Trust Boys Secondary School,,"Shah Jelani Rd, Sector D1, Township, Lahore, Punjab, Lahore, Pakistan",74.30947,31.4473
1757,127286,Abdul Qadeer Boys School,,"Civic Center, Lahore, Pakistan",74.3097579,31.4472636
1758,127319,safdar,,"Sector B-1, Lahore, Pakistan",74.3093241,31.4572675
1759,127320,Al-Roshan School,+92 306 4412172,"Sector B-1, Lahore, Pakistan",74.30929299,31.45733102
1760,127479,Allied School Humayel Campus Lahore,+92 42 35118842,"Sector B-1, Lahore, Pakistan",74.3078032,31.4658472
1761,127497,talent hall grammer school,+92 324 9841400,"939, Maulana Shaukat Ali Road, Lahore, Pakistan",74.30814913,31.46684425
1762,127535,Picit Institute Of Computing And Emerging Sciences,,"Abul Hassan Isfahani Rd, Lahore, Pakistan",74.3090933,31.4711124
1763,127536,Bambini Day Care,,"14-C1 Abul Hassan Isfahani Rd, Lahore, Pakistan",74.3091799,31.4711086
1764,127540,Cathedral School - 4,,"Abul Hassan Isfahani Rd, Lahore, Pakistan",74.3097129,31.4722282
1765,127553,Dar-e-Arqam,+92 42 35161555,"14-C1 Abul Hassan Isfahani Rd, Lahore, Pakistan",74.30949,31.474327
1766,127558,Dar-e-Arqum School,+92 42 35161555,"2 C Faysal Town, Abul-ul-Asphani Road,, Lahore, Pakistan",74.3095379,31.4743293
1767,127573,Rana Higher Secondary School,,"11-C1, Main Blvd, Block C1, Faisal Town, Lahore, Punjab, Lahore, Pakistan",74.30919585,31.47532061
1768,127685,M C Boys High School,,"Sector D-II, Lahore, Pakistan",74.3113659,31.4351047
1769,127687,Falcon Commerce Academy,+92 301 4235716,"Sunday Bazar Rd, Lahore, Pakistan",74.3108235,31.4366697
1770,127689,The Islamic Academy,,"Township, Lahore 54000, Pakistan",74.3107778,31.4372454
1771,127696,Pakistan Progressive High School,,"Township, Lahore, Punjab, Lahore, Pakistan",74.3110996,31.4380784
1772,127698,Town Public High School,,"67-5-D1, Lahore, Pakistan",74.3124032,31.4379411
1773,127707,Lasani Grammar School,,"124 Shah Jilani Road, Lahore, Pakistan",74.3110031,31.4436137
1774,127724,Aghosh Grammar School,+92 42 35116787,"Shah Jilani Road, Lahore, Pakistan",74.310821,31.44651
1775,127758,Fairy Land Educational System,+92 332 4644131,"174 Abu Bakar Rd, Lahore, Pakistan",74.3117682,31.4585096
1776,127759,The Quaid School,,"Sector B-1, Lahore, Pakistan",74.3115878,31.4588325
1777,127764,Government High School Township,,"Township, Lahore 54770, Pakistan",74.3112712,31.4603295
1778,127781,Govt High School,,"Al-Madina Rd, Main Market, Township, Lahore, Punjab, Lahore, Pakistan",74.3097622,31.4606465
1779,127878,American Lyceum School System,+92 42 35115422,"House No 58-1, PECO Rd, Sector B1, Township, Lahore, Punjab، Lahore, Pakistan",74.312417,31.465041
1780,127944,First Step Islamic School,+92 300 4997167,"263, N-Block, Lahore, Pakistan",74.312022,31.4749164
1781,127962,Hira High School Lahore,,"14-C1 Abul Hassan Isfahani Rd, Lahore, Pakistan",74.310462,31.4773743
1782,127986,TIQL: Institute of Quality learning.,,"M Block, Lahore, Pakistan",74.3106293,31.4809176
1783,128032,Tayyaba Foundation High School,+92 42 35114221,"Service Lane, Lahore, Pakistan",74.3133473,31.4365863
1784,128035,Ali Ideal High School,,"Township, Lahore, Punjab, Lahore, Pakistan",74.31276644,31.4377285
1785,128036,FG Primary School,,"Township, Lahore, Punjab, Lahore, Pakistan",74.31273,31.44225
1786,128037,Govt. School,,"Sector D1, Lahore, Pakistan",74.3125775,31.4423174
1787,128041,Edify School System,,"307-Block 4 Shah Jilani Road, Lahore, Pakistan",74.313629,31.4448451
1788,128075,Tehzeeb Ul Binat Govt Girls High School Township Lahore,,"246 Abu Bakar Rd, Lahore, Pakistan",74.3138023,31.4618815
1789,128148,Lahore Foundation High School,,"Ittefaq Rd, Block P, Model Town, Lahore, Punjab, Lahore, Pakistan",74.3126668,31.470924
1790,128150,M.Q. Foundation School,+92 42 35164051,"Block P, Lahore 54700, Pakistan",74.3141627,31.4716808
1791,128160,Allied School,+92 42 35218008,"32-N, Capt. Mushtaq Rd, Lahore, Pakistan",74.3141882,31.4741549
1792,128162,First Step Islamic Montessori and Daycare,+92 300 4997167,"223-B, block Faisal town, Lahore 54000, Pakistan",74.3132696,31.4765071
1793,128219,Allied School,,"696-2-D1 Shah Jilani Road, Lahore, Pakistan",74.3152534,31.4441964
1794,128221,Naeem Nasar High School,,"550-5, Shah Jalani Rd N, Township, Lahore, Punjab, Lahore, Pakistan",74.3158309,31.44395003
1795,128229,Allied Grammar School,,"Service Rd, Lahore 54770, Pakistan",74.3160836,31.4480965
1796,128231,Head Principal Office,,"Sector A2, Lahore, Pakistan",74.3154721,31.4518915
1797,128232,Divisional Public School,+92 42 35150833,"54770, Lahore Metro Bus System, Lahore 54000, Pakistan",74.3158544,31.4527233
1798,128234,Govt. Girls School,,"Sector A2, Lahore, Pakistan",74.3145711,31.4544772
1799,128243,Sirat School,,"Haider Rd, Lahore, Pakistan",74.3150874,31.456072
1800,128253,Seerat School,,"Haider Rd, Lahore, Pakistan",74.3153536,31.4559679
1801,128304,The City School,,"943-B Maulana Shaukat Ali Road, Lahore, Pakistan",74.3154438,31.4637037
1802,128346,Moldingminds Daycare Montessori House,+92 42 35222460,"276-P، لاہورlahore 54700, Pakistan",74.314865,31.470064
1803,128353,Alifya Early Years,+92 301 8455022,"12 P، Model Town Extension، Lahore, Pakistan",74.314372,31.473971
1804,128382,Model Scholars Academy,+92 42 35916885,"Block K, Lahore, Pakistan",74.31419966,31.48219467
1805,128414,Tehfeez-ul-Quran Institute for Girls,+92 42 35116782,"Shah Jelani Rd, Sector D1, Township, Lahore 54770, Pakistan",74.3172479,31.4438872
1806,128417,Minhaj-ul-Quran Girls Model High School,,"Shah Jelani Rd, Sector D1, Township, Lahore, Punjab, Lahore, Pakistan",74.3177629,31.4436944
1807,128434,Azeem Talent High School,,"Haider Rd, Township, Lahore, Punjab, Lahore, Pakistan",74.31707,31.45527
1808,128435,Azeem Science Acadamy,,"Haider Rd, Lahore, Pakistan",74.3170726,31.4553456
1809,128441,BeaconHouse 78-A1 (Girls),,"Sector A1, Lahore, Pakistan",74.3165824,31.4593542
1810,128446,Beacon House School,,"Maulana Shaukat Ali Road, Lahore, Pakistan",74.3163709,31.4634132
1811,128543,Al-Islah Center,,"Model Town Extension, Lahore, Pakistan",74.3165963,31.4703739
1812,128552,Jinnah Foundation High School,,"Lahore, Pakistan",74.317401,31.4692759
1813,128566,LGS 14-K,,"Block K, Lahore, Pakistan",74.3167859,31.4783239
1814,128567,Sadia Campus,,"Block F, Lahore, Pakistan",74.31766402,31.47943522
1815,128598,UMT School of Business & Commerce & ILM,+92 42 36145232,"Quaid-e-Azam Industrial Estate, Lahore, Pakistan",74.3189793,31.4434873
1816,128610,Lahore Muslim Grammar School & Academy,,"Block 5 - Sector A2, Lahore, Pakistan",74.3191047,31.4495074
1817,128640,Darul Hooner,,"54770, Haider Rd, Lahore 54770, Pakistan",74.3191577,31.4545469
1818,128830,A-1 Girls High School,,"Sector A1, Lahore, Pakistan",74.3209075,31.4577037
1819,128855,dar-ul-madinah,+92 321 4566068,"Taj Bagh Scheme, Lahore, Pakistan",74.3198877,31.4645423
1820,128907,The Abacus School,+92 42 35838810,"17, Model Town Link Rd, Lahore, Pakistan",74.3209692,31.471418
1821,128909,Epic Islamic School,+92 300 8429529,"13/F Block, Model Town,, Link Road, Lahore, Lahore 54000, Pakistan",74.3204234,31.4738086
1822,128914,Al-Syed School System,,"18 Model Town Link Rd, Lahore, Pakistan",74.3204445,31.4738593
1823,128915,Beaconhouse School System,+92 42 35856351,"Model Town Link Rd, Lahore, Pakistan",74.3205343,31.4739519
1824,128916,The Smart School,,"Model Town, Lahore, Pakistan",74.3205558,31.4739896
1825,128917,Naeem Shah Academy,+92 42 35851818,"G, 18، Model Town Link Road، Lahore, Pakistan",74.3205709,31.4740383
1826,128918,DM SCHOOL,+92 42 35834400,"16-G Model Town Lahore, Lahore 44000, Pakistan",74.3205994,31.4741239
1827,128921,Comprehensive Learning School,+92 42 35852679,"G, 12 Model Town Circular Road, Lahore, Pakistan",74.32095162,31.47471515
1828,128929,Shalimar Garden,,"Faiz Ahmed Faiz Rd, Lahore, Pakistan",74.3216716,31.4322337
1829,128965,Tricon College of Information Technology,+92 42 35216000,"Pakistan, Lahore, Pakistan",74.3232005,31.4525954
1830,128978,Afaq Acadamy,,"Haider Rd, Lahore, Pakistan",74.3217919,31.4535151
1831,129032,Model Town Club,,"F Block, Lahore, Pakistan",74.3220319,31.4820342
1832,129033,Al Mawrid,,"k, 51 Model Town Circular Road, Lahore, Pakistan",74.3220319,31.4820342
1833,129039,Govt. Boys Primary School,+92 42 35842554,"Tehaty, Lahore, Pakistan",74.324333,31.4306773
1834,129041,Government School,,"Faiz Ahmed Faiz Rd, Lahore, Pakistan",74.3241298,31.4307275
1835,129093,Beaconhouse School System,,"41A1, Peco Rd, Lahore, Pakistan",74.3247717,31.460161
1836,129140,DPS Girls Wing,+92 42 35854262,"163 Model Town Circular Rd, Lahore, Pakistan",74.3249687,31.4806394
1837,129234,Possibilities Foundation,,"Block G, Lahore, Pakistan",74.326363,31.477146
1838,129238,Lacas School Network,+92 42 35311088,"86 Model Town Circular Road, Lahore, Pakistan",74.3260952,31.4795412
1839,129243,Beaconhouse School System,,"Central Ave, Block G, Model Town, Lahore, Punjab, Lahore, Pakistan",74.3263243,31.4793858
1840,129246,Divisional Public School & Intermediate College,+92 42 35864302,"Model Town Circular Road, Lahore, Pakistan",74.3268536,31.480548
1841,129247,Exam F,,"Divisional Public School & Intermediate College,, Model Town Circular Rd, Lahore, Pakistan",74.3268536,31.480548
1842,129313,Lahore Grammar School,,"3-C, Lahore, Pakistan",74.3285555,31.4658105
1843,129327,American Lyceum,,"Lahore, Pakistan",74.3269151,31.4735553
1844,129340,Boys Junior Wing,,"Model Town Circular Road, Lahore, Pakistan",74.3270906,31.4808204
1845,129341,DPS Boys Wing,+92 42 35850240,"Model Town Circular Road, Lahore, Pakistan",74.3284214,31.4810549
1846,129343,Boys Senior Wing,,"Model Town Circular Road, Lahore, Pakistan",74.3280881,31.4808164
1847,129344,Prep Boys Wing,,"Model Town Circular Road, Lahore, Pakistan",74.3281367,31.4815089
1848,129384,Vehari technical trade test center,,"Pindi Rajputan, Lahore, Pakistan",74.330034,31.4614219
1849,129388,sidrah public high school lahore,+92 42 35881027,"Kot Lakhpat, Lahore, Pakistan",74.3290007,31.4673868
1850,129490,Jamia Karimia Masjid,+92 324 4138298,"Kot Lakhpat, Lahore, Pakistan",74.332038,31.4633002
1851,129511,Roots School System,+92 42 35855899,"H, 75 Model Town Circular Road, Lahore, Pakistan",74.3319193,31.4801731
1852,129512,MA Grammar School System,+92 42 35441875,"H, 37 Model Town Circular Road, Lahore, Pakistan",74.3306439,31.4814849
1853,129563,little star school,+92 321 6060141,"Kot Lakhpat, Lahore, Pakistan",74.3328165,31.4660816
1854,129566,The Knowledge School Al-Qalam Campus,+92 333 4561398,"R Block, Lahore, Pakistan",74.3327679,31.4710634
1855,129568,Eemee's Gateway Montessori,+92 300 4597157,"R Block, Lahore, Pakistan",74.3325546,31.4714978
1856,129570,R Block,,"R Block, Lahore, Pakistan",74.3327571,31.4711135
1857,129587,Paradise Science School & Acadmy,+92 322 4241840,"R Block, Lahore, Pakistan",74.3339145,31.4750059
1858,129594,Uzma Academy,,"E, 154 R Block, Lahore, Pakistan",74.333986,31.4740544
1859,129597,Lahore Grammar School Pre School,,"42 R Block, Lahore, Pakistan",74.3339966,31.4740575
1860,129636,"Government Technical Training Centre for Prisoners, Kotlakhpat Jail, Lahore. (TEVTA)",,"Lahore, Pakistan",74.3345157,31.4455156
1861,129637,"Govt. Technical Training Centre for Prisoners, Kot Lakhpat Jail, Lahore. (TEVTA)",,"Lahore, Pakistan",74.3345777,31.4455391
1862,129665,Ali School of Knowledge Nadeem Park,+92 346 4018167,"Bilal Road Nadeem Park Kot Lakhpat Lahore, Lahore, Pakistan",74.334054,31.4599307
1863,129667,Pakistan Comprehensive School,,"Kot Lakhpat, Lahore, Pakistan",74.3356828,31.4592086
1864,129693,Haseeb Model School,,"Block H, Model Town, Lahore, Punjab, Lahore, Pakistan",74.33502,31.47899
1865,129699,Jamia Masjid,+92 42 35838666,"A Block, Lahore, Pakistan",74.3355989,31.4831001
1866,129704,Government Boys Primary School,+92 42 35842554,"Central Jail, State Cement Corp Road, Lahore, Pakistan",74.3375313,31.4449443
1867,129728,Amir Science Academy,,"near, Lahore, Pakistan",74.337222,31.465833
1868,129734,Starfish Pakistan,+92 346 2802646,"Opp 58, S Block, Pakistan, Lahore, Pakistan",74.3367345,31.4721142
1869,129738,Daud Public School,,"Lahore, Pakistan",74.3364975,31.4750093
1870,129747,Jamia Urwa-Tul-Wusqa,+92 333 5001020,"Jamia Stop, Defence Rd, Lahore, Pakistan",74.3385853,31.4256235
1871,129756,Government Girls Middle School,+92 42 35842554,"Central Jail, Lahore, Pakistan",74.3377604,31.4449294
1872,129759,Kamran Public School,+92 42 35922204,"127 Kacha Jail Rd, Lahore, Pakistan",74.3387227,31.4533604
1873,129760,Imperial Public School,,"Kacha Jail Rd, Lahore 54000, Pakistan",74.3392726,31.4529939
1874,129786,Mushtaq Public School,,"Kot Lakhpat, Lahore, Pakistan",74.3387264,31.4632791
1875,129790,Fazal E Noor Girls Model High School,,"Saqib St, Lahore, Pakistan",74.338949,31.4651974
1876,129797,TiEL,,"Lahore, Pakistan",74.33764214,31.47487159
1877,129802,Emergency,+92 42 111 770 000,"Ittefaq Hospital (Trust)، Near H-Block Model Town، Lahore, Punjab, Pakistan 54780",74.337729,31.475707
1878,129808,Urwatul Wusqa,,"54600, Lahore 54600, Pakistan",74.3401315,31.4284915
1879,129809,Allied School,,"Defence Rd, Lahore, Pakistan",74.3411973,31.4313893
1880,129810,Hajveri public high school,+92 333 4501246,"Lahore, Pakistan",74.3406957,31.441377
1881,129822,The Best English School,,"Lahore, Pakistan",74.3405959,31.4448829
1882,129825,Muslim public high school,,"Lahore, Pakistan",74.340936,31.44965385
1883,129841,The Shining Star,,"Kot Lakhpat, Lahore, Pakistan",74.3402895,31.4648334
1884,129852,Alm School System,+92 322 4043918,"Peco Rd, Lahore, Pakistan",74.34101641,31.4657148
1885,129853,beaconhouse school senior branch boys,,"Peco Rd, Lahore, Pakistan",74.34101641,31.4657148
1886,129859,FGA Technical Education School,,"Lahore, Pakistan",74.3403589,31.4677411
1887,129882,The Lyceum,+92 42 35924270,"E,, 1 Ferozepur Rd, Lahore 54000, Pakistan",74.3426146,31.4268708
1888,129887,Khalid public high school,,"Lahore, Pakistan",74.3415054,31.4427773
1889,129905,Ali Public High School,+92 321 4572211,"Quaid e Millat Colony No#2 Near Babar Chowk Chungi Amer Sidhu, Lahore, Pakistan",74.3425917,31.4439098
1890,129962,Imtiaz High School (Boys Campus),,"Kot Lakhpat, Lahore, Pakistan",74.3423548,31.4690589
1891,129963,Imtiaz Public School,,"Peco Rd, Lahore, Pakistan",74.34266,31.46869
1892,129971,Lahore Cadet School,,"Lahore, Pakistan",74.3413468,31.474736
1893,130028,Al Mustafa School Chandraye Road,,"Lahore, Pakistan",74.3445485,31.4396377
1894,130029,King Way Group of Schools,+92 42 35402339,"King Way Group of Schools، Lahore 54000, Pakistan",74.34383377,31.44312649
1895,130031,Tameer e Millat High School,,"31°26'34. 74°20'37., Street 6, Lahore, Pakistan",74.343774,31.443
1896,130071,Roshan Model High School,,"31°26'54. 74°20'37., Street 6, Lahore, Pakistan",74.343786,31.448478
1897,130076,Zubaida educator high school,,"Lahore, Pakistan",74.3441255,31.4498254
1898,130082,"The Genius Grammar School, Lahore",+92 322 4732217,"St# 6 Baba freed colony, katcha jail road Chungi ammer sidhu, Lahore, 54760, Pakistan",74.343752,31.451483
1899,130084,Junior Scholars Grammar School,+92 321 4371376,"Maher Chowk,Kacha Jail Road, Chungi Amer Sedu, Lahore 54760, Pakistan",74.343591,31.451867
1900,130095,Mumtaz School Of Education Middle Girls,+92 321 4426365,"St#1, Mehar Chowk, New Jail Road, Chungi Amar Sidhu, Ismail Nagar، Lahore 54760",74.343891,31.452692
1901,130102,Muzamil & sons,+92 321 5345013,"maher chowk rasool park, Lahore, Pakistan",74.34379766,31.45333773
1902,130107,Abdullah-CFC,,"Qainchee Bazar Rd, Lahore, Pakistan",74.34408796,31.46198064
1903,130109,Pasban Academy,+92 343 6126523,"Qainchee Bazar Rd, Lahore, Pakistan",74.344756,31.4617702
1904,130129,NRC Mustafabad Kasur,,"Albayrak Main Work Shop, Ferozepur Road, Lahore, Pakistan",74.3441759,31.4781002
1905,130151,IQRA Jannat-ul-atfal High School,,"Lahore, Pakistan",74.3465644,31.4411391
1906,130160,Quaid vision public school,,"Lahore, Pakistan",74.3450705,31.44502046
1907,130185,Qazi Pilot High School,,"Lahore, Pakistan",74.3462129,31.4614498
1908,130189,Qazi Grammar Girls High School,+92 324 1482121,"Lahore, Pakistan",74.3464058,31.4617609
1909,130193,The Modern Public High School,+92 42 35919934,"Lahore, Pakistan",74.3463,31.464887
1910,130196,City District Government High School,,"Ferozepur Rd, Lahore, Pakistan",74.3455598,31.4689567
1911,130198,The Educators,+92 301 4060070,"Lahore, Pakistan",74.3453673,31.469461
1912,130232,Annafio Energy Consultants ( Pvt ) Ltd.,+92 42 35213501,"Madar-e-Millat Road, Lahore, Pakistan",74.34608,31.4743962
1913,130247,Govt Boys Primary School,,"Gulab Devi Hospital, Ferozepur Road, Lahore, Pakistan",74.3438816,31.4838778
1914,130264,Almustafa public high school,,"Lahore, Pakistan",74.34687712,31.44159809
